FirstName,LastName,Canton,Avatar URL,PartyAbbreviation,Mandate Start,Council Abbreviation
Pierre-André,Page,FR,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3090.jpg,SVP,2023-12-04T00:00:00,NR_CH
Pierre-Yves,Maillard,VD,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2513.jpg,SP,2023-12-04T00:00:00,SR_CH
Pirmin,Schwander,SZ,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2631.jpg,SVP,2023-12-04T00:00:00,SR_CH
Pirmin,Bischof,SO,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2674.jpg,Mitte,2023-12-04T00:00:00,SR_CH
Pius,Kaufmann,LU,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10814.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Priska,Seiler Graf,ZH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3094.jpg,SP,2023-12-04T00:00:00,NR_CH
Priska,Wismer-Felder,LU,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3202.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Raphaël,Mahaim,VD,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3222.jpg,Grüne,2023-12-04T00:00:00,NR_CH
Regina,Durrer-Knobel,NW,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10815.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Regine,Sauter,ZH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3103.jpg,FDP,2023-12-04T00:00:00,NR_CH
Rémy,Wyssmann,SO,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10846.jpg,SVP,2023-12-04T00:00:00,NR_CH
Reto,Nause,BE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10811.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Roger,Golay,GE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3039.jpg,MCG,2023-12-04T00:00:00,NR_CH
Roland Rino,Büchel,SG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2740.jpg,SVP,2023-12-04T00:00:00,NR_CH
Roman,Hug,GR,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10844.jpg,SVP,2023-12-04T00:00:00,NR_CH
Roman,Bürgi,SZ,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10845.jpg,SVP,2023-12-04T00:00:00,NR_CH
Rudi,Berli,GE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/16109.jpg,Grüne,2025-12-01T00:00:00,NR_CH
Samira,Marti,BL,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3129.jpg,SP,2023-12-04T00:00:00,NR_CH
Samuel,Bendahan,VD,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3114.jpg,SP,2023-12-04T00:00:00,NR_CH
Sandra,Sollberger,BL,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3095.jpg,SVP,2023-12-04T00:00:00,NR_CH
Sarah,Wyss,BS,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3214.jpg,SP,2023-12-04T00:00:00,NR_CH
Severin,Brüngger,SH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/15601.jpg,FDP,2025-09-08T00:00:00,SR_CH
Sibel,Arslan,BS,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3058.jpg,Grüne,2023-12-04T00:00:00,NR_CH
Sidney,Kamerzin,VS,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3163.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Simon,Stadler,UR,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3184.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Simon,Michel,SO,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10810.jpg,FDP,2023-12-04T00:00:00,NR_CH
Simona,Brizzi,AG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10813.jpg,SP,2023-12-04T00:00:00,NR_CH
Simone,de Montmollin,GE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3148.jpg,FDP,2023-12-04T00:00:00,NR_CH
Simone,Gianini,TI,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10807.jpg,FDP,2023-12-04T00:00:00,NR_CH
Sophie,Michaud Gigon,VD,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3170.jpg,Grüne,2023-12-04T00:00:00,NR_CH
Stefan,Engler,GR,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2768.jpg,Mitte,2023-12-04T00:00:00,SR_CH
Stefan,Müller-Altermatt,SO,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2771.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Stefanie,Heimgartner,AG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3210.jpg,SVP,2023-12-04T00:00:00,NR_CH
Susanne,Vincenz-Stauffacher,SG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3188.jpg,FDP,2023-12-04T00:00:00,NR_CH
Sylvain,Freymond,VD,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10835.jpg,SVP,2023-12-04T00:00:00,NR_CH
Tamara,Funiciello,BE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3154.jpg,SP,2023-12-04T00:00:00,NR_CH
Therese,Schläpfer,ZH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3135.jpg,SVP,2025-12-01T00:00:00,NR_CH
Thierry,Burkart,AG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3065.jpg,FDP,2023-12-04T00:00:00,SR_CH
Thomas,Hurter,SH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2693.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,de Courten,BL,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2757.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,Aeschi,ZG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2758.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,Matter,ZH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3046.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,Burgherr,AG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3064.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,Rechsteiner,AI,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3174.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Thomas,Bläsi,GE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3229.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,Knutti,BE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10832.jpg,SVP,2023-12-04T00:00:00,NR_CH
Thomas,Stettler,JU,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10847.jpg,SVP,2023-12-04T00:00:00,NR_CH
Tiana Angelina,Moser,ZH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2700.jpg,GLP,2023-12-11T00:00:00,SR_CH
Ueli,Schmezer,BE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/14809.jpg,SP,2025-03-04T00:00:00,NR_CH
Ursula,Zybach,BE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10822.jpg,SP,2023-12-04T00:00:00,NR_CH
Valérie,Piller Carrard,FR,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3009.jpg,SP,2023-12-04T00:00:00,NR_CH
Vincent,Maitre,GE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3167.jpg,Mitte,2023-12-04T00:00:00,NR_CH
Vroni,Thalmann-Bieri,LU,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10849.jpg,SVP,2023-12-04T00:00:00,NR_CH
Walter,Gartmann,SG,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10848.jpg,SVP,2023-12-04T00:00:00,NR_CH
Werner,Salzmann,BE,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3092.jpg,SVP,2023-12-04T00:00:00,SR_CH
Yvan,Pahud,VD,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10840.jpg,SVP,2023-12-04T00:00:00,NR_CH
Yvonne,Bürgin,ZH,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/10819.jpg,Mitte,2025-09-16T00:00:00,NR_CH
